"(50, 11)","[[3.15484978971321, 32.22309556066424], [29.441077030834066, 28.18606145720605], [2.7106356554863096, 4.788133392994198], [8.259209464931244, 34.619319735513784], [12.433502805496099, 37.162336842314545], [47.1351009977213, 4.407138706097863], [28.817371613697013, 8.477663208900783], [0.6625518653825047, 5.552580723715112], [22.322810646066294, 42.587447503661444], [13.817299003959322, 46.513162705234144], [1.7261916117459697, 37.10577374759305], [5.147901726280296, 47.30666444373746], [35.55307023430085, 43.66282703739841], [47.463978367076365, 26.586220449427074], [10.568761408167438, 16.107677607565556], [41.01153220177047, 12.25098443574732], [49.30888570987365, 5.796707340502794], [25.332822664581272, 43.33506319234966], [49.96868018066146, 27.65933115878323], [25.065382927414458, 3.5421434342425173], [42.03191047620755, 42.8057422905114], [41.779963548089135, 26.82284147186006], [46.58278880059221, 41.321548440166254], [15.486992305411773, 28.15291845347448], [10.404571795742356, 18.96122610690431], [0.06888375976928374, 46.50858374762347], [41.441866659427376, 34.2238790936977], [16.289246977921568, 25.680407201591365], [46.19969004727063, 4.520255113828986], [35.670252236146304, 45.01668309383169], [47.61254604435013, 31.896553438682524], [37.20046836995356, 46.23576081120987], [12.540202602975448, 16.962632901206508], [29.64552976807494, 36.6544165193247], [25.78102282765593, 40.37265687819722], [35.9354884633465, 12.416973240592966], [24.007868751737867, 14.779009823063872], [11.042180931955864, 17.23468383876563], [1.759678777729734, 49.048653361531485], [42.5127386826091, 36.080028620246686], [38.58526387328052, 7.048751934769465], [20.26677070440666, 7.940308951183988], [15.025757169734344, 43.11319049438776], [41.845495278720605, 22.648502283167005], [9.819752998174597, 33.8099799889836], [4.539811646155267, 22.928948160631258], [12.47384999226971, 29.321831799928738], [8.66846973540128, 44.59612813181995], [38.951899379229026, 21.271357095693226], [35.38398327964642, 20.102743803689467], [3.15484978971321, 32.22309556066424]]"
"(50, 22)","[[28.475934971613544, 6.991378583302], [39.14544202564297, 24.106184408588664], [30.92578997290537, 19.437602884509957], [35.122337839687354, 1.5768769946093053], [6.513739419551112, 39.10405117287057], [43.296700216945, 21.231093488291954], [40.15164818305453, 6.456388333602897], [27.723299912677803, 4.1570475787708006], [16.55068383972555, 26.78938268342035], [24.832454551698223, 28.92512453593017], [8.751295682524113, 10.612860179268985], [26.135447788169763, 30.545154413238706], [19.10194096989299, 19.821436787130676], [3.3573684435137086, 31.24017210164051], [10.362483993347615, 49.84612492875276], [45.52341795151787, 14.66152892662852], [36.25522446368124, 35.70587405313451], [40.066045993495585, 49.115192078502595], [35.56088950600211, 24.67926146783992], [7.554091273048424, 14.733130220757035], [49.55712699746047, 41.02486005454388], [35.007956731977444, 44.403403869540135], [27.427390483201087, 29.786469328066623], [10.041379319865717, 1.9045743470835208], [48.82763751399905, 2.299269362807621], [18.749401123492436, 35.57252502752436], [38.03805799260475, 31.886063767492956], [20.073055490852038, 25.247024420921278], [17.856358893554596, 39.83077305720705], [25.865583983370303, 34.039867406897], [28.626732158021724, 9.437436009199685], [35.23581910111732, 24.914173422226572], [46.21425638542671, 27.489996037713034], [14.80377774253936, 10.785281154485393], [38.19853978836195, 22.46443409506742], [39.49595426641922, 36.316779386964], [42.49046793866539, 17.35515494777055], [42.87248979195256, 13.198244572173511], [36.34342637326211, 47.744724228874254], [41.027613594730255, 20.586745529794833], [1.923523987208492, 15.467948538187127], [24.965508657778066, 39.65594930937314], [39.747965854209646, 25.24640672853497], [10.176892769419643, 17.50533804811435], [32.083185447830104, 11.31577022329266], [26.87093424241798, 25.029460126102894], [13.915805634716726, 13.495439723992247], [20.382265183704146, 15.583248956824525], [45.719968669935085, 21.003871573020234], [3.764443204295226, 20.168620435816003], [28.475934971613544, 6.991378583302]]"
"(50, 1)","[[38.58635903339579, 14.144203402899691], [32.86367416176023, 2.959964956410394], [31.597157971106693, 17.123229238642256], [5.990587270300512, 21.18420938684546], [4.7976540569436565, 2.0719178214762266], [42.46595929812745, 32.65884888420738], [15.531957765911697, 35.43123234028328], [38.87007876620461, 36.47468732670047], [0.8325386972699633, 28.635547456554615], [39.87728827065237, 10.517129244128842], [49.807086873294324, 38.97923391071525], [44.972970436288456, 3.6182912787620425], [21.29387706090511, 12.66576527467142], [27.053516860337435, 12.079628882688576], [32.88952576419582, 28.942048084956035], [26.932970670425476, 45.31128265998379], [37.39645630328722, 36.07450871687122], [20.77015659611496, 18.291263618848884], [10.442483476576841, 20.553134902205013], [40.32304272173135, 16.078915127548488], [6.05326984800309, 2.642756224737064], [0.09775363102175749, 33.40783051064149], [32.24660675797203, 19.686461138650095], [16.17469186686043, 4.888793496639204], [48.80325784355615, 46.12398576261986], [11.8469753174328, 28.877108225041525], [43.742879878628976, 34.270922291340014], [30.843504712598087, 34.221022174413015], [26.61359986338134, 24.324253222081353], [4.699835956824627, 26.309026157755117], [41.840141392551985, 28.426977858923546], [18.660652168916315, 13.530127947247939], [22.477812836952804, 16.299699476010687], [4.208098416720501, 5.705641569960557], [29.52667405700864, 36.0519039737428], [16.55188972463753, 1.8160839920110528], [29.525996554655677, 22.647069522058562], [39.57707357039377, 43.9312218956731], [6.86058441034087, 33.96318011402275], [41.10930411917907, 36.210620994352354], [13.726046672161251, 44.48397782091073], [12.96661274009156, 25.023628352246856], [16.19363555399528, 9.84775774391834], [0.8889835775369892, 48.73127905920297], [19.78496571046668, 9.958073119301874], [25.078648780328706, 18.353029755904405], [27.944179429840375, 14.52480223409543], [0.6186550224847598, 1.4815877497817487], [45.17809565040737, 12.221900073679636], [13.640339363048565, 37.408879745415064], [38.58635903339579, 14.144203402899691]]"
"(50, 12)","[[26.885924587095296, 20.076495738398343], [23.853765160077582, 43.48993419119055], [34.63254602793228, 48.50750561354172], [11.277537080905963, 39.57017082577345], [24.031823034120098, 12.513416428423247], [22.783968579641865, 22.1166076784459], [33.080174799769964, 49.5569629728824], [22.84551308608004, 6.238884506306003], [36.15901191845787, 15.906911668680813], [17.247610470406478, 22.981049570002458], [14.475938244974717, 33.65187279455371], [0.5113986134698822, 45.311104952800235], [7.904696398175809, 20.16401624897128], [0.7730226188618572, 3.367941834718252], [24.260757686382455, 28.593852369393797], [26.172449292763346, 12.172592720628927], [10.302782007681799, 24.910114952350742], [11.915570236681416, 49.372241160088855], [10.330124407062941, 32.118637510749785], [24.081702521411753, 18.044163011651005], [4.421377721947101, 31.093907094937055], [21.17812662367759, 24.078579412700975], [46.27760791742911, 30.974837165342734], [39.941012714354166, 27.52325697952682], [0.35188531474031337, 4.816280307309456], [21.4584875049194, 13.698993519866114], [22.22985218777967, 21.422632291466797], [13.406388700790977, 31.748837082242716], [15.366750372307825, 27.52422999986687], [4.067766756653269, 34.096648103809926], [10.296863974593956, 49.5098096611934], [7.690285923588153, 16.20326756032704], [14.660198218058484, 29.811505148167438], [2.0846520334468597, 3.4005637368193344], [18.30763594696179, 41.20751522800078], [15.232096324445198, 27.15801643311758], [48.62154463231681, 45.293918152545054], [42.103768869004185, 40.31553832300814], [29.62012644369119, 16.986927919823653], [45.89936864466121, 49.79166923255159], [10.70119277072662, 49.06622535132322], [12.86760289180336, 42.5553794578845], [16.872538911051638, 22.287170661153834], [26.634405009258405, 23.64076134788306], [9.73534522686877, 46.75371060491119], [35.419587560016616, 2.939728433705807], [30.17425502991187, 20.967640846694273], [9.857773059899088, 27.66507890911047], [21.3326054560902, 13.547285027372375], [35.08000210238442, 0.8728873319441777], [26.885924587095296, 20.076495738398343]]"
"(50, 2)","[[21.945142648927472, 48.42376660602513], [33.93894131898447, 43.15128453335513], [24.327563107239165, 34.23453854603879], [0.9072689286970914, 26.55241805731518], [20.170918977036184, 36.603374655265455], [44.50759279182699, 48.04730154085454], [20.421440964870314, 23.41257093451845], [6.520887464907588, 31.744775006271052], [35.88648228820051, 12.031202996736551], [37.11212189200614, 1.9176325452792298], [28.92876216651529, 24.754080050098608], [22.095743333530688, 44.986975430134414], [12.614492810147059, 3.6201173404915963], [4.2002301483095135, 44.691156874579384], [34.31269801820996, 43.81054729996657], [14.166316898620279, 26.800890530687667], [27.334815897545568, 44.00838978946061], [3.135716446873454, 37.01406582452665], [25.55777639400827, 4.523276788300606], [30.629344100808087, 13.898246369908879], [4.847115370255805, 15.137012916412463], [24.640829245753697, 42.61391892256148], [30.50670472132211, 15.727732829077073], [6.42745049643822, 35.63997384107023], [44.59408852398597, 25.103397807528754], [15.58897452309681, 23.1339168413109], [34.175586786339665, 27.39626585698471], [48.740542810394025, 1.2515875822302902], [38.443704794778164, 43.06926313313069], [44.55157899801471, 25.287494265404998], [10.60392861672938, 35.53042461069], [16.76904751239891, 2.1458471482797394], [45.92705405386079, 3.0984032039447165], [33.79399325546245, 33.17691743255742], [44.46556241883899, 28.51444642827177], [2.2008338015727102, 12.441967051959585], [44.26925460413246, 27.552229751045605], [26.975247278137427, 28.925066017022612], [9.352241451432736, 4.168365189286883], [13.514678421522259, 12.853352715743549], [11.24814080099305, 40.83112252025168], [10.861316242669721, 24.649828741641507], [43.67675303067299, 48.84754459303041], [2.4318579155927167, 24.211887230015556], [10.072327506591822, 31.111306141760526], [27.12857070921831, 48.03132191904944], [36.97954160533655, 25.25694440248977], [1.1504168747710986, 9.642891394872798], [33.383810945625825, 48.36240009678987], [35.75973632434643, 7.5555493673794825], [21.945142648927472, 48.42376660602513]]"
"(50, 17)","[[4.740102375202754, 6.01517947925495], [46.11934900543731, 36.50483289840834], [29.58687369710483, 11.583951044253899], [41.29923701155491, 34.560015666081114], [32.292378791631236, 6.773169638266308], [0.767441379743089, 9.989380580914952], [19.816558226304913, 43.578265981154644], [12.556421026177278, 29.609747011333916], [5.586552364569131, 27.022206192908037], [34.57296072824104, 31.54117578822403], [36.03303164925274, 15.007448914737964], [16.47781006311198, 9.728562212802656], [4.13448163972342, 26.47728104890133], [24.87859098513206, 42.378368660316646], [16.021148223399877, 17.631817319400234], [39.79048749035215, 29.32771303568235], [40.0685373159997, 21.94067708514808], [9.380167232977987, 46.312199602041176], [15.728216015689878, 11.646118988899994], [7.028345528542951, 46.926817799974366], [45.173281615745964, 14.218641236425695], [21.588862687771048, 16.504106688138307], [18.407803772547794, 21.923594423484687], [47.51715149573843, 26.5264220598545], [43.43693592615943, 8.024849982708076], [11.283486124429537, 37.291218233553145], [42.24371218481868, 7.364738477243115], [25.51480519774674, 0.7544073172239207], [2.750415350336921, 16.253496376787968], [40.873174866541966, 15.40358652084084], [11.556771928986521, 35.841464514675984], [39.349782009429894, 14.244651029984345], [25.24134528235661, 30.288163479762037], [17.68685118351087, 24.77677618471642], [26.720590500180908, 31.609465692565603], [2.9589972334111483, 37.252683214603984], [25.80659045535978, 32.39293761699881], [28.986551727274296, 34.21754224384233], [47.83643821438558, 4.086427716442792], [43.657677864107406, 11.460529781839075], [30.376172405025347, 14.086082259830157], [28.218298029643403, 20.179428427309137], [36.99057242224969, 27.0659042486737], [14.011523839219736, 27.558460842151057], [20.097418076280405, 46.84098395380673], [10.552698198525567, 16.940180498038387], [15.299350594147132, 6.3857901498797665], [23.691947140326263, 2.3233153236098647], [10.330945846730083, 32.571930746547274], [43.121512297507245, 35.39265703810665], [4.740102375202754, 6.01517947925495]]"
"(50, 7)","[[6.353872409868927, 38.49710711141326], [18.630675325806788, 9.07878071555191], [43.828538814768166, 44.03414860239115], [35.11512143746478, 44.39704953858509], [19.13335655828876, 36.95228842903509], [11.219522210938642, 0.696075890569875], [24.659379215686105, 4.46693005757583], [7.2511188959005874, 21.510616272712124], [48.428946284263276, 21.377817717902186], [42.74117205569003, 12.392352924065813], [9.377799022379236, 10.766491287389474], [44.8828005623218, 6.891173398139205], [22.702351582364937, 20.972671318924895], [24.4611778433587, 34.91278888118616], [45.496433650880014, 3.874457224100203], [0.8594996154663304, 17.902403290946083], [25.80872028238846, 47.96239304975071], [2.673150504434685, 10.282394660243083], [7.4520629442146324, 8.658531182078304], [0.48811233473860516, 25.198418952559404], [35.26785250220516, 46.627950568798965], [23.024304369867068, 19.60008050930677], [23.37696948529754, 38.07800094955069], [31.491374951679674, 41.85412408177992], [46.998429497305864, 36.211230566261776], [26.244415350423424, 13.943710711361113], [32.60076819102549, 47.065589113409246], [48.81618689533508, 4.349963577049065], [10.16604842713862, 16.04951055474532], [6.947012047579626, 25.717222622841913], [48.463932807003005, 38.99503993424482], [39.23933489255836, 1.303539827642669], [35.86074954398735, 2.6680928411885962], [38.39092184707535, 40.105172392743896], [36.4699156284679, 1.4875766288084402], [5.937588409396816, 24.7793763514675], [28.632042585058898, 7.86005676801182], [29.818219783309164, 27.194849044568276], [31.74453707231718, 44.02767352299281], [11.227332564989078, 14.43893960973171], [11.064312470834697, 47.53188824300064], [18.1652897692829, 20.986914823530544], [34.0396366398272, 44.81732688100035], [36.52490574943859, 32.30946315015428], [27.403948342156582, 1.497650961904684], [5.284877315469544, 23.043812000990044], [5.5101414138406914, 9.49314631127801], [13.486009547073996, 45.312251852589284], [20.016055527628723, 35.33537172912249], [48.06501054142465, 49.49946491192017], [6.353872409868927, 38.49710711141326]]"
"(50, 18)","[[16.790058083582355, 43.26270633173065], [33.80562229865953, 15.23330782127601], [17.43457845856983, 5.148217083562889], [40.34074657696484, 2.3126348683835394], [14.068482058146897, 5.340788271304025], [14.584100615089678, 4.931741031588199], [7.289864140812297, 5.336994312866428], [12.602329685230035, 31.876034953070224], [43.57224602112907, 28.806941293553805], [31.803424531903506, 11.530684444829637], [38.154223463522406, 4.042850080218469], [39.6781013053187, 48.965059685226144], [10.878893042835108, 31.789742597026677], [42.59304015381295, 23.244202705664783], [10.281115694932636, 29.757394074152693], [25.24153335076719, 42.457652406292766], [12.794142901353556, 11.293190043165874], [1.9681077745515307, 31.902306549695037], [14.430834002084891, 28.967240159568508], [43.021563039269715, 3.359196880002324], [8.835323669084483, 8.742703145285407], [43.100832147817925, 6.810569083977907], [33.47870650177281, 19.290821106409723], [49.463481948330426, 11.63436573652371], [48.26447712178788, 31.731261751229066], [47.65836167258396, 41.15893789223785], [2.5326695659266987, 25.50403083822425], [17.708609255468804, 38.15550920394565], [10.407321425641952, 40.857009042404336], [49.598313799320366, 39.14014809483864], [27.54083237983014, 37.04132481401863], [0.4810713683340573, 40.391933713670454], [26.6841946148795, 22.240386044065396], [18.945554739564336, 2.8654058227940817], [1.9352163350049134, 26.968140406559748], [7.031681020831409, 4.421680597717753], [22.35768824199107, 22.11008815691493], [22.29046418373337, 35.25535220889444], [19.516290091721768, 46.29417228599751], [9.658814029760604, 32.460802034466674], [9.947972526584131, 1.706282177588092], [25.404098869220746, 43.542774733891335], [2.1135056518163164, 11.842066023203547], [15.185517718604602, 43.833085293149416], [41.38283132030535, 3.6732865595176136], [42.968883132720826, 26.90885410108669], [23.601552302745084, 46.22461655198761], [47.818042289899815, 25.83478992976902], [44.09126626341571, 19.63973647454823], [38.31287247029893, 19.644017350350897], [16.790058083582355, 43.26270633173065]]"
"(50, 8)","[[18.459718572576406, 9.505930077767143], [32.42944053920095, 10.161693568424624], [48.88468143743292, 42.18851258678941], [0.7230021435779721, 26.409054931009134], [25.788503089322486, 43.8348048814173], [27.558315766943046, 0.8050963156401636], [22.913522790706242, 17.877622109618958], [6.470985442133981, 28.93310299076996], [37.40514884964096, 6.156592038779412], [44.52279306048237, 42.1831419076031], [32.96248791439805, 40.07151803522168], [35.601595064060426, 19.580614999419875], [0.6397646199787832, 42.288908271755446], [33.67745340918445, 8.509699571723328], [32.14592584186038, 11.89813299989218], [40.39562185971371, 6.147860114836195], [39.781382812974684, 14.380200021683054], [12.229565228505844, 31.164467789159435], [15.328196633459184, 45.58335919607684], [43.88138915034389, 15.042029277765224], [39.7326316143552, 34.47826097968953], [49.42988793721872, 28.987917426015898], [37.11856852112197, 6.589383762269607], [21.839931143285813, 33.337616612055754], [8.7882894676581, 5.989581929177162], [21.285651912976906, 26.905272272435127], [14.63383085318074, 46.023613951346384], [32.60973563309308, 43.966650668343014], [1.947351798969854, 3.3535721936811482], [1.4535092789726034, 4.490968178546289], [13.305843525060029, 26.280957822620138], [24.985237346716804, 10.38814949955928], [3.864097738407951, 39.29018720814598], [23.212297554205342, 39.46723544873832], [26.11224948119939, 42.99719043357165], [14.461863287739119, 31.43911771889133], [12.178991027008045, 45.84826830837337], [21.552912604174544, 38.06556426637267], [45.44093313133002, 40.85968725542502], [34.83406649583258, 32.00941744540175], [20.399721425234397, 15.869591757239698], [47.10482134802854, 48.097903438848334], [41.41366119433434, 25.93818553732606], [19.504328252919873, 39.05972480656796], [10.68487299864675, 28.287861770555573], [15.744631453140268, 27.452548159487723], [23.75524673580502, 20.328827526906963], [3.0995356575625133, 30.931163493321602], [24.709148659030994, 15.836789346854212], [14.476462853232814, 42.73368399173489], [18.459718572576406, 9.505930077767143]]"
"(50, 23)","[[43.35792214403061, 23.606171833860046], [42.49177382114077, 1.9104619992946603], [9.005266807912715, 39.22103004919536], [47.148528023487025, 29.929197008272606], [36.00166483725356, 21.374455240221995], [15.646045661361752, 7.086431058991688], [25.143946094774005, 39.34475190730955], [37.590431353676586, 25.116093359706674], [17.88349722169152, 24.847675560989614], [6.469946633706019, 45.078553112958126], [35.78707870057602, 19.974892525277145], [25.808034338859255, 21.139469667243304], [23.40871488944823, 45.8821002422533], [39.96464366549762, 25.96490825840875], [47.033612113547996, 18.64210617206154], [3.067473778801161, 47.52156633949694], [46.57066680378685, 19.081280354988582], [23.345344222420632, 28.978010646140163], [3.6412403362981847, 49.6643748564977], [29.69842919881634, 24.401275677388156], [17.67659787964545, 8.790054666365194], [7.732799351335473, 2.8790435031205375], [36.568479610264944, 24.558739400773316], [37.948564030393094, 32.23566871501981], [40.71267560677253, 45.040822211145034], [43.371884642338685, 44.02723193715291], [36.11716298543512, 21.084096797004758], [23.368046300798024, 6.712934664267728], [5.162814885403338, 39.786451830078775], [9.26610723072252, 29.402547527257006], [26.587287812141646, 46.16096749871804], [26.43706570159216, 43.73456513847683], [43.81814463115756, 7.9932259825235334], [41.42573272125439, 32.669631316961066], [42.59304404762209, 21.16101115431968], [9.699146471518782, 12.24374664474629], [6.162687370446007, 25.92270724763382], [33.046893848015145, 3.6786769275796605], [20.74269365498794, 10.894078805829787], [37.59249392552196, 48.699668332242204], [42.79814066102397, 23.914634460630456], [23.959759592294173, 42.3921938713485], [31.32183520761565, 16.400619083023876], [39.416221287127364, 15.502434431696022], [19.810385795564468, 22.28977090519728], [20.959361189733755, 45.076775359931545], [39.899395339085366, 37.014280535995034], [15.963172063568631, 46.271445293510546], [46.53517996315691, 36.98545543991633], [41.31587399003033, 45.3019655271912], [43.35792214403061, 23.606171833860046]]"
